price,bedrooms,bathrooms,sqft_lot,floors,condition,yr_built
325000,3,2.5,4240,2,Average,2006
660000,2,1,5000,1,Average,1924
850000,3,2.25,8170,2,Average,1995
285000,3,2.5,9874,2,Average,1990
395000,2,1,3121,1,Good,1923
440000,3,2,2401,2,Average,1996
249000,3,1.75,5648,1.5,VeryGood,1917
635000,3,1.75,4400,1.5,Good,1930
515000,3,2.5,48993,2,Average,2001
1.40E+06,3,3.25,6073,2,Good,1954
200000,2,1,8100,1,Average,1955
1.14E+06,4,2.75,8103,1,Average,1970
445000,4,1,4600,1,Average,1946
555000,3,1.5,4200,1.5,Good,1920
537000,4,2,6413,1,Good,1950
315000,3,1.75,7500,1,Good,1968
805000,5,2.5,7266,2,Average,2000
414000,4,2.5,9030,1.5,Good,1969
375000,2,1.5,1648,2,Average,2002
401000,4,1.75,12523,1,Average,1952
210000,3,1,4583,1,Average,1967
365000,2,1,5110,1,Good,1939
178000,5,1.5,18200,1,Average,1960
710000,2,1,4000,1,Good,1923
255000,2,1,7980,1,Poor,1928
528000,5,2.25,38009,1,Average,1977
537000,4,4.25,26040,2,Average,2006
442000,4,1.5,6110,1,Average,1955
375000,3,1.75,19550,1,Average,1978
637250,4,2.5,3220,2,Average,2005
427500,3,1.75,7200,1,VeryGood,1942
700000,4,2.5,89298,2,Average,2004
680000,3,1.75,5750,1,Good,1909
393820,2,2,8251,1,Average,1941
525000,4,2.75,7200,1,VeryGood,1940
505000,2,1.75,3816,1,Fair,1929
555565,3,2,11337,1,Good,1959
650000,3,1.75,10819,1,Good,1942
632500,5,3.25,7254,2,Average,2005
269000,3,2.5,3800,2,Average,2005
405000,4,2.75,7716,1,Average,1978
845000,3,3.5,15745,2,Average,1986
234000,3,1,8820,1,Good,1961
638000,4,1.75,4236,1.5,Good,1946
290000,3,1.75,10950,1,Average,1967
262000,1,0.75,12981,1,VeryGood,1920
270000,4,2.5,5835,2,Average,2003
875000,4,2.25,4876,2,Good,1948
299000,3,2.25,7840,2,Good,1982
551000,3,1,6000,1,VeryGood,1947
350000,3,2.75,5280,2,Average,1950
1.90E+06,3,2.5,13367,2,Average,1992
511718,2,1.75,5000,1,Average,1915
965000,4,3.25,49222,2,VeryGood,1978
475000,4,2.25,4673,2,Average,1999
1.06E+06,4,2.75,4000,1.5,VeryGood,1928
252000,2,1,15450,1,Good,1926
580000,6,2.5,13700,1,VeryGood,1964
374950,2,2.25,1172,2,Average,2008
739000,5,4,9900,2,Good,1979
271000,4,1.75,7200,1,VeryGood,1975
230000,2,1,7550,1,Average,1986
210000,3,2.25,9150,1,Average,1984
350000,3,2.75,5700,2,Good,1988
491500,3,2.25,12000,1,Good,1968
325000,3,2.5,9825,1,Good,1994
190000,3,2,7625,1,Average,1987
658600,4,2,4690,1.5,Good,1945
299950,3,1.5,8951,1,Average,1958
464000,5,2,3000,1.5,Average,1931
308000,3,1,18144,1.5,Average,1942
625000,3,1,7650,1,Average,1919
240000,3,1.75,9450,1,Good,1977
530000,4,2.5,35996,2,Average,1995
1.00E+06,5,4.5,8944,2,VeryGood,1939
439000,1,1,2400,1,Average,1918
575000,4,1.75,6200,1,Good,1948
418000,3,1.75,7238,1,Average,1959
1.21E+06,4,3.75,10949,2,Good,1930
1.10E+06,4,3.75,3200,1.5,VeryGood,1925
1.90E+06,3,3.75,8550,2,Average,2007
580000,3,2.5,40278,2,Average,1985
380000,2,1,7372,1,VeryGood,1939
256000,3,1,5375,1,Good,1924
349950,3,1,7066,1,Average,1957
691500,4,2.5,7200,2,Average,1962
556000,3,1.75,2500,1.5,Good,1908
218000,3,2.25,7084,1,Good,1968
425000,4,2,4500,1.5,VeryGood,1908
935000,3,3.25,38509,2,Average,1998
732000,4,1.75,11300,1,Good,1974
805500,3,1,10330,1,Good,1952
507250,3,1.75,5750,1,Average,1915
800000,4,2.5,67369,2,Average,1990
600000,3,2.25,8276,2,Good,1979
627800,4,1.75,12044,1,Average,1982
660000,2,2.25,6000,2,VeryGood,1902
153503,2,2.5,3649,2,Average,1986
456500,3,2.25,9163,1,Average,1975
1.31E+06,5,2.5,8100,2,Average,2002
843500,3,2.5,11448,2,Average,1997
625000,3,1,4080,1,Average,1925
527000,2,1.75,4080,1,Average,1921
1.97E+06,5,3.75,13738,1.5,Good,1951
1.00E+06,5,2.5,50094,2,Good,1969
855000,4,3,5300,2,Average,1908
725000,4,3.25,27591,2,Average,2000
315000,1,1,7200,1,Average,2000
180000,3,1.75,16000,1,Average,1978
700000,2,1,5000,1,Average,1926
476500,3,1,8625,2,Good,1962
193000,3,1.5,9048,1,Average,1960
295000,4,2.5,6663,2,Average,1990
363000,2,1,4880,1,Good,1925
875000,4,2.5,21794,2,Good,1990
257200,3,2,8250,1,Good,1952
555000,3,2,11250,1,Average,1968
380000,3,2.25,15559,2,Good,1963
282000,4,2.75,7330,2,Average,1989
545000,4,2.5,6034,2,Average,1990
550000,3,1.5,5000,1.5,Average,1926
921500,3,1.5,5000,1.5,Average,1926
885000,3,1.5,2880,2,VeryGood,1904
820000,4,2.25,6660,1.5,Average,1940
289000,3,1,7315,1,VeryGood,1981
334000,1,1,5750,1,Average,1942
206000,3,1,5233,1,VeryGood,1906
491950,3,2.25,10733,1,Average,1958
430000,3,2.5,7770,2,Average,2003
208000,3,2,7995,1,Good,1980
245000,4,2.25,6390,1,Average,1978
426000,2,1,2500,1,Good,1918
400000,3,2.5,3742,2,Average,2006
553000,3,1,5100,1,Average,1942
296000,2,1,4680,1,Average,1948
428000,3,2.5,32660,1,Good,1977
325000,4,2.5,6156,1,Average,1980
294000,2,1,6366,1,VeryGood,1952
410000,3,1.75,8424,1,Good,1977
590000,4,4.25,57514,2,Good,1939
445000,3,2.25,4050,2,Good,1985
921000,4,2.5,5362,2,Good,1928
496000,3,1.5,37616,1,Average,1955
95000,2,1,8550,1,Average,1947
359000,4,1.75,6396,1,Good,1945
452500,3,2.5,88426,1,Good,1985
555000,4,1.75,6200,1.5,Good,1946
549900,5,3,42316,1.5,Good,1984
569000,5,3,10583,1,VeryGood,1952
318500,4,2,7350,1,VeryGood,1974
487028,2,1.5,1093,2,Average,2007
240000,3,1,7560,1,Good,1959
253000,3,2.25,9806,1,Average,1965
380000,5,1.75,38125,1,Good,1947
250000,2,0.75,16828,1,Good,1958
368500,2,1.75,19141,2,Average,1977
340000,3,1,27586,1,Average,1969
400000,2,1,4000,1,Average,1918
835000,3,2,4625,1.5,VeryGood,1927
299000,3,2.5,7062,2,Average,1993
1.68E+06,6,2.25,6600,2.5,VeryGood,1910
265000,3,2,5706,1,Average,1998
437500,4,2.5,7513,2,Average,1998
865000,3,1.75,4725,2,Average,1947
626000,3,2,7200,1,Average,1988
247300,2,2,1118,2,Average,2009
2.08E+06,4,3.5,20377,2,Average,1997
425000,3,1,6000,1.5,Fair,1937
905000,5,3.5,10200,1,Average,1970
641250,3,2.5,2550,3,Average,1990
675000,4,2.5,9679,2,Average,1984
845000,4,2.75,115434,2,Average,2002
401500,4,1,8400,1,Good,1954
395000,3,2.5,3755,2,Average,1987
1.10E+06,5,2.75,18050,1,VeryGood,1958
145000,3,1,5490,1,Average,1954
900000,3,1,3825,1.5,Average,1930
374500,3,1.5,8636,1,Good,1968
850000,4,2.25,10451,2,Good,1965
490000,3,1,5750,1,Average,1951
304000,3,2.5,6773,2,Average,1993
400000,4,2.25,7200,1,Good,1963
454000,3,2,10000,2,Average,1992
160000,2,2,4750,1,Fair,1950
542000,3,1.75,8030,1,Average,1966
403500,5,2.5,17300,1,Good,1968
418000,4,2.5,8471,2,Average,2003
406000,4,1.5,6000,2,Average,1951
242500,3,2.25,10000,1,Average,1978
425000,4,2.5,5440,2,Average,2003
613000,4,2,4815,1.5,Average,1909
189000,3,2,11481,1,Fair,1995
700000,4,2.25,9450,1.5,Average,1947
750000,3,1,6516,1.5,Good,1935
494000,2,1,4650,1,Good,1906
700000,4,3,7778,2,Average,2000
705000,2,2.5,5580,1,Average,2007
356000,2,1.75,16470,1,Average,1977
625000,3,1.75,12558,1,Good,1984
144975,2,1,7500,1,Average,1940
970000,4,4.5,5906,2,Average,2004
415000,3,1.75,12596,1,Average,1977
485000,4,3,7048,1,Good,1979
799950,3,3,11769,2,Average,1997
783350,4,2.5,35001,2,Average,1991
430000,1,1,1362,1,Average,1943
2.54E+06,5,4.75,13431,2,Good,1941
975000,4,2.5,43386,1,Average,1991
950000,3,1.5,8050,1,Average,1950
350000,2,1,8157,1.5,Average,1944
637000,4,2.75,7510,2,Average,2008
895000,3,2,105415,1,Average,1991
579000,2,2,7200,1,VeryGood,1946
314900,4,1.75,27072,1,Average,1958
122000,2,1,6000,1,Average,1945
405000,2,1,3000,1,VeryGood,1927
553650,2,2.5,1349,2,Average,1997
369900,2,2.5,1853,3,Average,2007
225000,3,2,24829,1,Good,1979
160000,2,1,9350,1,Average,1918
449500,4,2,199940,1,Average,1961
650000,3,1,8266,1,Good,1953
542126,4,2.5,43088,2,Average,1977
309950,3,1.5,15606,1,Average,1985
115000,2,1,16524,1,Average,1913
221700,2,1.5,20000,1,Good,1957
726000,3,2.5,3880,1.5,Good,1915
515000,3,1.75,5733,1,Good,1926
756000,4,2.5,10753,2,Average,1991
1.57E+06,4,3.75,5850,2,VeryGood,1927
442000,4,2.25,12007,1,Good,1979
260000,4,2,7992,2,Good,1975
390000,2,1.75,2723,1,Good,1923
459500,2,1,3825,1,Average,1929
330000,3,1.5,8000,1,VeryGood,1948
189000,2,1,7128,1,Average,1944
280000,3,1,9322,1.5,Good,1954
400000,2,1.75,9519,1,Fair,1948
368000,4,2,11193,1,VeryGood,1942
390000,4,1.75,7875,1.5,Good,1968
245000,2,1,7475,1,Average,1945
375000,4,2.5,8432,1,Good,1960
465000,5,1.5,12491,1,Average,1961
445000,3,2,67953,1,Average,1997
250000,3,1,7800,1,Average,1952
475500,3,1,9416,1,Good,1952
672324,2,1.75,5795,1.5,Average,1940
420000,3,2,5029,1,Average,1937
515000,3,2,5100,1.5,VeryGood,1907
732350,4,2.5,7665,2,Average,1986
297500,4,2.5,5000,2,Average,2005
475000,3,1.5,2720,1.5,Average,1929
414000,4,2.5,6497,2,Average,2003
357250,3,1.5,8840,1,Good,1952
289950,2,1,6000,1,Good,1950
550000,3,1,3713,1,Good,1917
446000,3,1.75,9998,1,Average,1958
279000,3,1.5,16738,1.5,Good,1932
370000,3,2.25,4859,2,Average,1988
216000,3,2,4125,1,Average,1998
1.10E+06,3,2.5,20000,1,Average,1952
1.28E+06,4,2.5,15450,1,VeryGood,1977
355000,2,1.5,2500,1,Average,1988
699000,4,2.5,7312,2,Average,1988
412000,3,2.5,1991,3,Average,2014
276000,2,1,7200,1,Average,1923
100000,2,1,6426,1,Average,1944
955500,4,1.75,5080,1.5,Average,1914
199000,3,1,21262,1,Average,1958
762000,4,3.5,15253,2,Average,2007
425000,4,2,7983,1,VeryGood,1967
546000,2,1,5031,2,Average,1910
419600,3,1.75,8460,1,Average,1976
735000,4,2.25,5102,1,VeryGood,1954
1.23E+06,2,2.5,609,3,Average,2011
445000,2,2,2500,2,Average,1985
665000,3,2,41275,1,Average,1974
1.29E+06,5,3.5,290980,1,Average,2002
508500,4,2.75,12500,2,Average,1979
345950,5,1,11198,1.5,Average,1934
207500,3,1,9750,1,Average,1968
1.08E+06,4,2.5,10920,1,Good,1969
640000,3,1,3720,2,Good,1930
329500,3,1,13068,1,Good,1941
460000,4,2.75,9676,1,Average,1979
1.23E+06,3,1.75,14630,1.5,Average,1948
805000,5,3,6480,2,Good,1924
200000,3,1.5,10454,1,Average,1963
749700,3,1.75,77972,1,Average,1977
288000,0,1.5,1650,3,Average,1999
535000,2,1,3360,1,Good,1927
330000,3,2.25,7150,1,Good,1950
479200,3,2,3750,1.5,Good,1928
373000,5,2.5,5710,2,Average,2006
355000,4,1.5,6000,1,Good,1953
275000,3,2,4500,1,Average,2008
380000,3,1.5,4288,1,Average,1949
417000,2,1.75,4590,1,Good,1915
1.17E+06,5,3.75,15959,2,Average,2004
598500,3,2.25,12000,1,Average,1978
629000,3,2,5000,1,VeryGood,1920
226950,2,1,6600,1,Average,1957
1.23E+06,4,2.5,11542,1.5,Good,1939
415000,3,2.25,11100,1,VeryGood,1979
595000,3,2.5,3075,2,Average,2001
209950,3,1.75,5525,1,VeryGood,1968
568000,3,1.75,235224,1,Average,1973
119900,2,1,3180,1,Average,1951
207000,3,1,10200,1,Good,1962
195000,3,1,22489,1,Average,1967
324950,3,1.5,8710,1,Average,1955
210000,1,1,7583,1,Good,1947
1.08E+06,4,2.75,42733,2,Average,1995
325088,4,1,6739,1,Average,1954
790000,4,3,157875,2,Good,1977
150000,2,1,212137,1,Average,1982
790000,3,3,206910,2,Average,1999
255000,2,1,2500,1,Average,1910
697000,4,3,2850,1.5,VeryGood,1928
457500,2,1,5000,1,Good,1908
690000,3,2,5100,1.5,VeryGood,1940
967000,4,3.25,4356,2,Average,1917
980000,4,1.75,17711,1,Good,1968
619420,4,2.75,14803,2,Good,1988
389000,2,1,3276,1,Average,1910
500000,3,1,7200,1,Average,1964
569000,4,1.75,7890,1,Good,1950
425000,4,2.25,8540,1,Good,1967
635000,4,2.25,6180,1,Good,1948
256500,2,1,9912,1,Good,1980
695000,4,2.5,11393,2,Average,2005
535000,4,1.5,5000,1.5,Average,1945
454200,4,2.5,5379,2,Average,2004
418500,2,1,5800,1,Average,1943
749950,4,2.75,35235,2,Good,1983
338500,3,1.75,5489,1,Average,1999
1.25E+06,4,3.75,9240,1.5,Average,1992
299950,3,2.5,9830,2,Good,1993
325000,4,1.75,12500,1,Average,1963
434000,4,3,8171,2,Average,1973
328950,4,1.75,8976,1,VeryGood,1978
2.10E+06,5,3.75,10655,2.5,Good,1912
570000,4,2,46902,2,Average,1978
802000,3,2.25,5001,2,Average,2014
525000,3,1,6840,1.5,Average,1918
700000,6,3,4550,2.5,Good,1907
350000,3,1.75,273556,1,Average,1956
277500,2,1.5,1236,3,Average,2005
1.58E+06,5,2.75,20150,1,Good,1975
195000,3,1,4350,1.5,VeryGood,1913
222000,3,2,6074,1,Average,1968
865000,5,3,8854,1,Good,1979
445000,4,2,6000,1,VeryGood,1959
495800,4,1.5,4600,1.5,Average,1924
548500,3,1,4400,1.5,Average,1924
310000,3,1.75,10723,1,Good,1974
205000,3,1.5,8585,1,Good,1962
470000,5,3.75,6901,2,Average,2003
430000,3,1.5,349351,1.5,Average,2002
310000,2,2,2271,3,Average,1999
355000,4,1,7693,1.5,Good,1953
621500,5,2.5,15950,1,Good,1968
175000,6,1.5,8400,1,Average,1971
326000,6,1.5,8400,1,Average,1971
690000,4,3.5,5400,1.5,Average,1920
335000,4,2.5,7214,2,Average,2003
197000,4,1,11175,1,Average,1961
312500,3,1.75,7969,1,Average,1950
436000,3,2.25,6710,1,VeryGood,1959
1.02E+06,4,2.5,4590,2,Average,2002
805000,4,2.5,35225,2,Average,1992
652427,4,2.25,13129,2,Good,1979
1.01E+06,3,2.5,41339,1,Good,1945
355000,4,2.5,6466,2,Average,1999
334550,2,1,12000,1,Average,1939
557500,3,2.25,9670,2,Average,1984
277500,4,2.25,7184,1,Average,1963
300000,4,3,10800,1,Average,1960
325000,4,1,3844,1.5,Good,1928
402500,4,2,3504,1,Average,1951
461000,3,1.75,5170,1,Good,1963
540000,3,1,3840,1.5,Average,1926
385000,3,1,4000,1,Good,1971
480000,2,1,3040,1,Average,1924
539950,3,2.25,7149,1,Good,1963
529000,3,2.25,217800,2,Average,1990
417000,3,2.5,877,2,Average,2008
405000,3,1.5,12500,1,Average,1966
299000,3,2.25,9100,1,Good,1966
299000,3,1.75,15480,1,Average,1983
372220,3,1,5500,1,Average,1951
494400,2,1.75,1750,1,Good,1904
280000,3,1.75,6500,1,Average,1958
277950,3,2.5,6021,2,Average,1992
770000,3,2.75,54557,2,Average,1996
760000,4,2.5,28005,2,Average,1989
230000,2,2,3608,1,Average,2004
525000,4,2.5,7731,2,Average,1994
307000,3,1,6000,1.5,Average,1927
253779,4,2,9600,1.5,Average,1947
405000,3,1.5,7400,1,Average,1968
360000,2,1,11250,2,Good,1942
521000,2,1,7500,1.5,Good,1910
680000,4,2.5,13068,2,Average,1978
355000,1,0.75,33278,1,Good,1950
200000,3,1.5,9600,1,Good,1968
330000,3,2.25,4060,1,Average,1993
221000,3,2.25,5999,2,Average,1987
1.60E+06,4,4.5,6000,2,Good,1910
310000,2,1,4920,1,Good,1947
862000,4,2.25,4200,1.5,VeryGood,1932
200000,3,1.5,8340,1,Average,1960
630000,4,2.5,11100,1,VeryGood,1957
432250,3,2.25,6232,2,Average,1985
478000,3,2.25,9500,1,Good,1977
249000,4,2.25,9576,1,Average,1962
495000,5,3,4750,1,Average,2006
630000,4,2.5,8800,1,Good,1960
550000,4,2.5,27540,2,Average,1997
350000,3,2.5,18674,2,Good,1994
270000,5,1.5,7480,2,Average,1966
488250,4,2,9610,1,Average,1963
248000,4,3.5,6519,2,Average,1986
889000,4,3.5,5000,3,Average,2014
375000,1,1,5250,1,Average,1927
933000,3,1.5,3300,2,Average,1906
625000,3,2.25,8412,1,Average,1977
328000,2,1,4350,1,Average,1943
470000,4,2.25,9900,1,Good,1969
502500,5,2.5,6168,2,Average,2007
484000,3,1.75,17400,1,Average,1976
252500,2,1,7500,1,Good,1961
610000,3,2.5,8893,2,Average,1987
419000,4,2,10447,1,Good,1969
322500,4,2.25,9377,2,Good,1986
563000,6,1,2760,1.5,Average,1918
464000,4,2.5,12591,2,Average,1993
870000,4,4.25,4887,2,Good,1951
280000,2,1.5,1196,2,Average,2003
850000,3,2.5,11570,2,Average,1994
458950,2,1,4370,1,Average,1946
122000,2,1,5280,1,Average,1946
525000,5,3,4591,2,Average,1994
286300,2,1,31838,1,Average,1962
218450,2,1,7425,1,Good,1952
525000,3,1.5,4290,1,Average,1955
650000,3,1.5,4290,1,Average,1955
356000,4,2,48693,1.5,Average,1949
436500,2,1,5000,1,Average,1951
410000,3,1.75,7112,1,Average,1979
512500,4,1.75,8311,1,Good,1950
510000,4,1,7200,1,Average,1925
566000,4,1.75,10297,1,Good,1966
525000,3,1.75,26500,1.5,Average,1948
435000,3,1,5500,1,Average,1920
406500,3,2.75,68479,1,Average,1989
550000,5,2.75,9473,1,Average,1966
251000,3,2,10212,1.5,VeryGood,1949
830000,3,1.5,10125,1,Good,1959
803000,4,2.5,7673,2,Average,1989
206000,3,1,9360,1,Good,1942
200000,4,1,7467,1.5,Average,1944
219000,2,1,5160,1,Average,1952
777000,4,4,6000,1,Average,1962
593700,3,2.5,22000,2,Average,1979
712500,3,1.5,8797,1,Good,1956
600000,4,1.5,6014,1.5,Good,1946
554663,3,2,6802,1.5,Average,1940
267000,3,1,10875,1,Good,1962
390000,3,2,8910,1,VeryGood,1953
335000,6,2,7071,1,Average,1979
938000,4,2.5,9886,1,VeryGood,1975
370000,4,2.75,14745,1,Average,1993
335000,5,2.5,4548,2,Average,2003
695000,5,2,3990,1.5,Average,1923
387500,3,1,14333,1,Good,1953
245000,3,2.5,6187,2,Average,1992
308550,3,2,13200,1,Average,1990
225000,3,1.75,13102,1,Average,1968
715000,4,2.5,29163,2,Average,1993
335000,3,1,10200,1,Good,1954
634000,3,2.5,4904,2,Average,2003
337500,5,2,7314,1,Average,1956
440000,1,1,6567,1,Good,1940
350000,3,1.75,13775,1,Average,1990
400000,2,1,4560,1,Average,1918
1.29E+06,4,3.5,13175,2,Good,1989
435000,3,1,10080,1,Good,1954
681000,4,2.5,5130,2,Average,2004
397000,3,3.5,1275,2,Average,2007
775000,4,2.5,34513,2,Average,1996
480000,3,2.25,9090,1,Good,1959
158000,3,2.5,7200,2,Good,1985
590000,3,2,208652,1.5,Average,2005
772500,5,2.75,9130,2,Average,2004
464500,5,1.5,13425,1,Average,1955
281000,3,1.75,8737,1,Average,1966
620000,3,2.25,45738,1,Average,1990
475000,3,2.25,5750,1,Good,1985
245000,2,2,4500,1,Good,1932
660000,5,2.25,3750,1.5,Good,1925
527500,4,2.25,8480,1,VeryGood,1973
135000,2,1,7250,1,Good,1914
275000,3,1.75,5000,1,Average,2003
430000,4,2,4740,1,Average,1926
213500,3,1,6000,1,Good,1968
535000,3,3,5978,2,Average,2012
641000,3,1.75,9603,1,Average,1952
436300,3,2,9420,1,VeryGood,1952
1.44E+06,4,1.75,6000,1.5,Average,1911
830000,4,2.75,13500,1,Good,1949
380000,3,1,3532,1,Average,1910
132500,3,0.75,8573,1,Average,1945
179950,3,1,9907,1,Average,1954
188200,3,1,7265,1,Good,1954
659000,4,2,10800,1,Good,1951
317000,3,2,7260,1.5,Average,1926
625000,3,2.25,4564,1,Average,1959
350000,3,1.75,9545,1,Average,1976
750000,3,1.5,5000,1.5,VeryGood,1915
457000,4,1.75,10358,1,VeryGood,1959
632500,4,2,5000,2,Good,1906
223000,3,2,7231,1,Good,1991
610000,4,2.75,8400,1,Good,1976
385000,4,1.75,8215,2,Good,1948
367500,3,3.25,1343,2,Average,2005
385100,3,1,8040,1,Good,1949
230000,2,1,5913,1,Average,1920
286000,3,2.75,750,2,Average,2008
201700,3,1,9576,1,Good,1967
1.35E+06,4,4.75,89298,2.5,Average,2002
525000,4,1.75,7672,1,Average,1979
361000,3,1.5,7236,1,Average,1975
530000,3,1.5,1963,3,Average,2002
455000,3,2.25,7403,1,Average,1950
421000,4,2.25,8400,1,Good,1966
640000,4,2,6200,1.5,Average,1945
240000,3,1,12733,1,Average,1955
360000,2,1,7414,1,Good,1928
157340,2,1,23000,1,Fair,1953
1.24E+06,4,3,6139,2,VeryGood,1950
250000,3,1,6874,1,Average,1954
735000,6,2.75,84506,1,VeryGood,1962
884900,7,4.75,10800,1.5,Average,1967
775000,3,3.5,104544,2,Average,1948
463000,3,1.75,7320,1,Average,1948
579000,3,2.5,1269,3,Average,2009
570000,6,3.75,6015,2,Average,2004
1.06E+06,5,4.5,7924,2,Average,2005
375000,4,2.75,24800,1,Good,1971
422000,2,1.75,2609,1,Good,1938
866500,4,3.5,4945,2,Average,2014
705000,3,2.5,10359,2,Average,1986
470000,4,2.5,9684,2,Average,1994
360000,3,1.25,6200,1,Good,1966
795000,4,2.5,13450,1,Average,1948
800000,4,2.5,7807,2,Average,2003
2.45E+06,4,3.5,13586,1.5,VeryGood,1935
277284,3,1.75,4800,1,Average,1927
460000,2,1,4002,1,VeryGood,1953
898888,3,2.5,3729,2,Average,1996
211000,3,1,47916,1,Average,1981
222000,2,2,3300,2,Average,2004
672000,3,2.5,21587,2,Average,1992
778000,3,2.25,33080,1,VeryGood,1974
312500,3,1.75,9493,1,Good,1976
650000,4,2.5,6500,1.5,Average,1975
740000,6,2.25,10250,1,Good,1959
320000,3,2,17600,1,VeryGood,1972
455000,4,2.5,13168,2,Average,1990
2.45E+06,5,4,9000,2,Average,2013
500000,3,3.25,902,3,Average,2001
325000,3,1.75,27427,1,Average,1978
416000,3,2.5,1296,3,Average,2004
495000,4,2.25,20280,2,Good,1968
549000,2,1,5400,1,VeryGood,1908
589000,5,2,10150,1.5,Good,1968
194820,3,1.5,32700,1,Average,1967
405000,3,2.5,5500,1.5,Average,1910
625000,3,2.5,5500,1.5,Average,1910
205000,3,1,7014,1,Average,1954
345100,3,3.75,8625,1,Average,1959
200000,3,1,7500,1,Average,1953
1.91E+06,4,3.5,18564,2,Average,2001
524500,3,1.5,264844,1,Average,1988
598600,4,2.75,212639,2,Average,1993
367777,5,3,5937,1,Average,1978
750000,3,2.75,5401,1,Good,1946
575000,5,2.25,7992,2,Average,1968
84000,2,1,20130,1,Average,1949
255000,2,1,5000,1,Good,1926
1.74E+06,4,3.75,4545,1.5,Average,1926
415000,3,2.25,5880,1,Average,1977
449900,3,2.5,8225,2,Average,1990
220000,5,1.5,94960,1.5,Average,1929
899000,4,2.5,9349,2,Average,2003
430000,3,2.5,7320,1,VeryGood,1954
472500,4,2.5,223462,2,Average,2001
680000,6,2.5,9375,1,Good,1967
1.65E+06,5,4,8400,2,Average,2000
810000,3,2,8025,2,VeryGood,1921
605000,3,2.5,138085,2,Good,1977
522000,3,1.75,15600,1,Average,1958
759000,5,2.75,8230,2,Average,2005
411000,4,2.75,5257,2,Average,1966
286950,4,2.5,9846,1,Average,1984
440000,3,1.5,1286,3,Average,2000
149000,3,1,8645,1,Average,1955
284700,3,1,8645,1,Average,1955
374950,3,2.5,11562,1,Average,1964
816000,3,1.5,8545,1,Average,1952
533250,4,1.75,15398,1,Good,1960
689800,3,2.75,9313,1,VeryGood,1942
775000,4,2.75,6200,1.5,Good,1947
702000,3,2.5,8528,1,Average,1991
160000,3,1,8700,1.5,Average,1942
255500,3,1,8700,1.5,Average,1942
949000,4,2.75,42253,1,Good,1973
169500,2,1,7450,1,Good,1944
586000,4,2.25,9000,2,Good,1965
680000,4,2.5,37431,1,Good,1978
851500,3,2,18184,1,VeryGood,1977
582500,2,1.5,4800,1,Average,1948
637000,4,3.5,118918,2,Average,2008
225000,3,1,9295,1,Average,1955
795000,3,3.25,3727,2,Average,2003
304999,4,2.25,9600,1,Average,1976
95000,1,0.75,5746,1,Good,1915
240000,4,1.75,5382,1,VeryGood,1942
772000,4,2.5,8680,1,Good,1958
245000,2,1.5,6258,1,Good,1983
430000,5,3,5750,1,Average,1999
799000,3,1.5,6300,1.5,VeryGood,1916
880000,5,2.75,9187,2,Average,2007
750000,4,2.5,7538,2,Average,2004
2.89E+06,4,4,7173,2,Average,2008
532000,3,2.5,4910,2,Average,1993
525000,4,2.75,10330,1,Good,1978
239000,2,1,9375,1,Good,1952
460000,2,1.5,4000,1,Average,1951
540000,4,2.25,8400,1.5,Average,1962
475000,2,1,4590,1,Average,1923
445000,3,1.75,4998,1,Average,1968
1.58E+06,5,3.75,9240,2,VeryGood,1991
549950,4,2.5,6800,2,Average,2004
294950,4,2,14321,1.5,Good,1940
736000,3,2.5,2975,3,Average,1993
214946,3,1.75,8688,1,Good,1980
856000,5,3.25,5500,2,Average,2003
775000,2,2.5,7392,1,Average,2004
205000,3,1.75,8631,1,Average,1959
429592,2,2.75,10946,1.5,VeryGood,1903
414250,4,1.75,13566,1,Good,1977
399950,4,2.75,4400,1,Good,1906
319990,3,2.25,7326,1,VeryGood,1979
524000,3,1.5,9471,1,Good,1970
349950,2,1,6317,1.5,Good,1913
889000,4,2.5,4480,1.5,Good,1927
300000,3,1,5160,1.5,VeryGood,1919
395000,1,1,3000,1,Average,1911
348000,2,2.5,1242,3,Average,2008
830000,2,1,6000,1,Good,1921
173000,2,1,10450,1,Good,1965
585000,4,1.75,42200,1,Average,1950
576750,3,2,5000,1,Good,1966
495000,5,3.25,7620,1,Average,1962
216650,3,3.5,1427,2,Average,2007
615000,4,2.75,15450,1,Average,1978
675000,4,2.5,12463,1,Good,1978
510000,3,2,9250,1,Good,1983
630000,3,2.5,327135,2,Average,1995
359950,4,2.5,5701,2,Average,2003
265000,3,1.5,7500,1.5,Average,1986
210000,3,1,4842,1,Good,1916
367000,3,2.5,93218,1,Good,1998
1.08E+06,4,2.25,5000,1.5,Good,1926
756000,3,2.5,8297,1,Good,1948
203000,3,2.25,9145,1,Average,1960
535000,4,2.5,23994,2,Average,2002
525000,3,3.25,7440,2,Good,1947
347500,3,1.75,7500,1,Average,1981
620000,3,1.75,2185,2.5,Average,2005
645000,4,2.5,10696,2,Average,1996
2.20E+06,4,3,11098,2,Average,1940
280000,3,2,42399,1,Good,1990
432000,3,2,6380,1,Good,1924
790000,3,1.5,4452,2,Average,1929
635000,4,1.75,10050,1,VeryGood,1957
442000,3,1.5,6384,1,Average,1958
490000,4,3,5267,2,Average,2001
250000,5,1.75,7700,1,VeryGood,1962
1.33E+06,4,2.5,3600,2.5,Good,1902
120000,3,1,7500,1,Average,1954
2.95E+06,5,4.75,47480,1,Average,2003
